subject,ai_correct
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,False
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,False
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
K.OA.A.5,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,False
2.OA.A.1,False
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,False
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,False
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,False
2.OA.A.1,False
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
2.OA.A.1,True
1.OA.A.2,False
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,False
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,False
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,False
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,False
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,True
1.OA.A.2,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,True
7.NS.A.1-fraction,True
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,True
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,True
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,True
7.NS.A.1-fraction,True
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,True
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
7.NS.A.1-fraction,False
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
4.MD.A.3,True
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,False
4.MD.A.3,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,False
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
3.MD.D.8-quadrilateral,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,False
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,False
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,False
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,False
K.NBT.A.1,False
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,False
K.NBT.A.1,False
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,False
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,False
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
K.NBT.A.1,True
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
6.NS.B.3,False
6.NS.B.3,True
6.NS.B.3,False
