row_id,pattern_id,latent_id,is_member
0,278,3955,0
0,279,12048,0
0,280,4952,0
0,281,9348,0
0,282,13804,1
0,283,8403,0
0,284,13227,0
0,285,13612,0
0,286,9930,0
0,287,7390,1
0,288,8523,1
0,289,16706,0
0,290,20107,0
0,291,862,0
0,292,3221,1
0,293,23932,0
0,294,15954,0
0,295,23959,1
0,296,837,0
0,297,21978,1
0,298,7342,1
0,299,18945,1
0,300,23260,0
0,301,7425,0
0,302,6718,0
0,303,3886,1
0,304,4917,1
0,305,4527,0
0,306,12799,1
0,307,17011,0
0,308,13730,0
0,309,8789,0
0,310,15273,1
0,311,13586,1
0,312,21422,0
0,313,5550,1
0,314,13652,0
0,315,3565,0
0,316,24309,0
0,317,8368,1
0,318,8041,0
0,319,14436,1
0,320,14348,1
0,321,12483,0
0,322,23482,0
0,323,3687,0
0,324,10953,0
0,325,19379,0
0,326,16620,1
0,327,20255,1
0,328,20882,1
0,329,22018,0
0,330,10778,1
0,331,13103,0
0,332,23463,0
0,333,14349,1
1,0,1679,0
1,1,3674,1
1,2,6744,1
1,3,2910,0
1,4,8733,1
1,5,4516,1
1,6,14881,1
1,7,7296,1
1,8,2176,1
1,9,19367,1
1,10,2243,1
1,11,4892,1
1,12,5673,1
1,13,7339,1
1,14,21927,0
1,15,9680,1
1,16,3224,0
1,17,9099,0
1,18,17235,1
1,19,22562,1
1,20,22771,1
1,21,17040,1
1,22,4514,1
1,23,23028,0
1,24,3691,1
1,25,15107,1
1,26,10348,0
1,27,18372,1
1,28,23939,0
1,29,21395,1
1,30,445,1
1,31,6071,0
1,32,18706,1
1,33,265,1
1,34,23460,0
1,35,16033,1
1,36,18125,1
1,37,21840,1
1,38,21308,0
1,39,11576,1
1,40,2684,1
1,41,24295,1
1,42,13700,1
1,43,19296,0
1,44,7013,0
1,45,14908,0
1,46,2535,0
1,47,15425,1
1,48,23190,1
1,49,13488,1
1,50,12886,1
1,51,630,1
1,52,6840,1
1,53,19532,1
1,54,24535,1
1,55,4538,1
1,56,3093,1
1,57,3740,1
1,58,22085,0
1,59,18454,1
1,60,7295,1
1,61,15004,0
1,62,2844,1
1,63,17215,1
1,64,1558,1
1,65,1362,1
1,66,11736,1
1,67,14892,0
1,68,11015,0
1,69,13529,1
1,70,1152,1
1,71,9495,1
1,72,22360,1
1,73,644,1
1,74,515,1
1,75,8483,0
1,76,22156,1
1,77,20662,0
1,78,14978,0
1,79,22305,0
1,80,7158,1
1,81,20419,0
1,82,20130,1
1,83,3038,0
1,84,18890,1
1,85,24225,1
1,86,12457,0
1,87,5449,1
1,88,19849,1
1,89,24527,1
1,90,13860,1
1,91,15393,0
1,92,8857,1
1,93,10389,1
1,94,18709,1
1,95,14132,0
1,96,7524,1
1,97,10303,0
1,98,17614,1
1,99,6287,1
1,100,18761,0
1,101,11976,1
1,102,5182,0
1,103,15524,0
1,104,14932,0
1,105,5170,1
1,106,20126,1
1,107,18375,0
1,108,23156,1
1,109,23765,0
1,110,7655,0
1,111,7055,0
1,112,9420,1
1,113,11872,1
1,114,10316,1
1,115,6193,1
1,116,18228,1
1,117,8388,1
1,118,15802,0
1,119,12058,1
1,120,8980,1
1,121,7570,0
1,122,15012,1
1,123,1207,1
1,124,6644,1
1,125,13931,0
1,126,15222,1
1,127,22645,1
1,128,758,0
1,129,5342,0
1,130,23654,1
1,131,24514,0
1,132,9387,1
1,133,7071,0
1,134,2528,1
1,135,20363,1
1,136,15013,0
1,137,6676,1
1,138,19463,0
1,139,17807,0
1,140,20625,0
1,141,23672,0
1,142,13211,1
1,143,3197,0
1,144,10506,0
1,145,19818,0
1,146,6906,1
1,147,5861,0
1,148,24282,1
1,149,23941,0
1,150,8278,1
1,151,19555,1
1,152,11615,0
1,153,15071,1
1,154,20206,0
1,155,6936,0
1,156,14637,1
1,157,331,0
1,158,23822,1
1,159,19601,1
1,160,270,1
1,161,11046,1
1,162,1450,0
1,163,14652,0
1,164,19111,0
1,165,2642,0
1,166,20680,0
1,167,7986,0
1,168,10049,0
1,169,6192,1
1,170,18560,1
1,171,269,0
1,172,20213,1
1,173,10470,0
1,174,1627,0
1,175,21143,0
1,176,22124,0
1,177,12102,0
1,178,21800,0
1,179,18583,0
1,180,19154,0
1,181,17154,1
1,182,15197,1
1,183,1946,0
1,184,6950,0
1,185,15684,0
1,186,15065,0
1,187,10296,1
1,188,5942,0
1,189,21270,1
1,190,24058,0
1,191,21404,0
1,192,21379,0
1,193,19505,1
1,194,17956,0
1,195,24151,0
1,196,23848,1
1,197,8971,1
1,198,14400,1
1,199,21508,0
1,200,9402,0
1,201,20374,0
1,202,3589,0
1,203,3537,1
1,204,5156,0
1,205,7026,0
1,206,12433,0
1,207,16895,0
1,208,5453,0
1,209,5548,0
1,210,5976,0
1,211,1469,1
1,212,10641,0
1,213,10447,1
1,214,1915,0
1,215,21579,1
1,216,12015,0
1,217,7288,0
1,218,5921,0
1,219,5101,0
1,220,15719,0
1,221,2612,0
1,222,23301,0
1,223,21273,0
1,224,23659,0
1,225,8734,0
1,226,6150,1
1,227,8877,0
1,228,20227,1
1,229,4624,0
1,230,10048,0
1,231,21296,1
1,232,9843,1
1,233,2463,0
1,234,23304,0
1,235,17884,0
1,236,22204,0
1,237,16356,1
1,238,6662,0
1,239,12867,0
1,240,6645,0
1,241,3884,0
1,242,1146,0
1,243,18637,0
1,244,15275,0
1,245,20272,0
1,246,19631,0
1,247,16531,0
1,248,480,1
1,249,23031,0
1,250,5513,1
1,251,12167,0
1,252,21331,1
1,253,5305,0
1,254,5960,0
1,255,6297,1
1,256,3212,0
1,257,3160,0
1,258,21752,0
1,259,12555,0
1,260,22561,0
1,261,10651,0
1,262,24442,0
1,263,2440,0
1,264,161,0
1,265,18377,1
1,266,20487,1
1,267,19627,0
1,268,11555,0
1,269,6446,0
1,270,14943,0
1,271,2426,0
1,272,21282,0
1,273,17328,0
1,274,13411,0
1,275,18730,0
1,276,12163,0
1,277,20963,0
1,278,3955,0
1,279,12048,0
1,280,4952,0
1,281,9348,0
1,282,13804,0
1,283,8403,0
1,284,13227,0
1,285,13612,0
1,286,9930,0
1,287,7390,1
1,288,8523,0
1,289,16706,0
1,290,20107,0
1,291,862,0
1,292,3221,1
1,293,23932,0
1,294,15954,0
1,295,23959,1
1,296,837,0
1,297,21978,0
1,298,7342,1
1,299,18945,0
1,300,23260,0
1,301,7425,0
1,302,6718,0
1,303,3886,0
1,304,4917,0
1,305,4527,0
1,306,12799,0
1,307,17011,0
1,308,13730,0
1,309,8789,1
1,310,15273,1
1,311,13586,0
1,312,21422,1
1,313,5550,0
1,314,13652,0
1,315,3565,0
1,316,24309,0
1,317,8368,1
1,318,8041,0
1,319,14436,0
1,320,14348,0
1,321,12483,0
1,322,23482,0
1,323,3687,0
1,324,10953,0
1,325,19379,0
1,326,16620,0
1,327,20255,0
1,328,20882,1
1,329,22018,0
1,330,10778,0
1,331,13103,0
1,332,23463,1
1,333,14349,0
2,0,1679,0
2,1,3674,1
2,2,6744,1
2,3,2910,0
2,4,8733,1
2,5,4516,1
2,6,14881,1
2,7,7296,1
2,8,2176,1
2,9,19367,1
2,10,2243,1
2,11,4892,1
2,12,5673,1
2,13,7339,1
2,14,21927,0
2,15,9680,1
2,16,3224,0
2,17,9099,0
2,18,17235,1
2,19,22562,1
2,20,22771,1
2,21,17040,1
2,22,4514,1
2,23,23028,0
2,24,3691,1
2,25,15107,1
2,26,10348,0
2,27,18372,1
2,28,23939,0
2,29,21395,1
2,30,445,1
2,31,6071,0
2,32,18706,1
2,33,265,1
2,34,23460,0
2,35,16033,1
2,36,18125,1
2,37,21840,1
2,38,21308,0
2,39,11576,1
2,40,2684,1
2,41,24295,1
2,42,13700,1
2,43,19296,0
2,44,7013,0
2,45,14908,0
2,46,2535,0
2,47,15425,1
2,48,23190,1
2,49,13488,1
2,50,12886,1
2,51,630,1
2,52,6840,1
2,53,19532,1
2,54,24535,1
2,55,4538,1
2,56,3093,1
2,57,3740,0
2,58,22085,0
2,59,18454,1
2,60,7295,1
2,61,15004,0
2,62,2844,1
2,63,17215,1
2,64,1558,1
2,65,1362,1
2,66,11736,1
2,67,14892,0
2,68,11015,0
2,69,13529,1
2,70,1152,1
2,71,9495,1
2,72,22360,1
2,73,644,1
2,74,515,1
2,75,8483,0
2,76,22156,1
2,77,20662,0
2,78,14978,1
2,79,22305,0
2,80,7158,1
2,81,20419,0
2,82,20130,1
2,83,3038,0
2,84,18890,1
2,85,24225,1
2,86,12457,0
2,87,5449,1
2,88,19849,1
2,89,24527,1
2,90,13860,1
2,91,15393,0
2,92,8857,1
2,93,10389,1
2,94,18709,1
2,95,14132,0
2,96,7524,1
2,97,10303,0
2,98,17614,1
2,99,6287,1
2,100,18761,0
2,101,11976,1
2,102,5182,0
2,103,15524,0
2,104,14932,0
2,105,5170,1
2,106,20126,1
2,107,18375,0
2,108,23156,1
2,109,23765,0
2,110,7655,0
2,111,7055,0
2,112,9420,1
2,113,11872,1
2,114,10316,1
2,115,6193,1
2,116,18228,1
2,117,8388,1
2,118,15802,0
2,119,12058,1
2,120,8980,1
2,121,7570,0
2,122,15012,1
2,123,1207,1
2,124,6644,1
2,125,13931,0
2,126,15222,1
2,127,22645,1
2,128,758,0
2,129,5342,0
2,130,23654,1
2,131,24514,0
2,132,9387,1
2,133,7071,0
2,134,2528,1
2,135,20363,1
2,136,15013,0
2,137,6676,1
2,138,19463,0
2,139,17807,0
2,140,20625,0
2,141,23672,0
2,142,13211,1
2,143,3197,0
2,144,10506,0
2,145,19818,0
2,146,6906,1
2,147,5861,0
2,148,24282,1
2,149,23941,0
2,150,8278,1
2,151,19555,1
2,152,11615,0
2,153,15071,1
2,154,20206,0
2,155,6936,0
2,156,14637,1
2,157,331,0
2,158,23822,1
2,159,19601,1
2,160,270,1
2,161,11046,1
2,162,1450,0
2,163,14652,0
2,164,19111,0
2,165,2642,0
2,166,20680,0
2,167,7986,0
2,168,10049,0
2,169,6192,1
2,170,18560,1
2,171,269,0
2,172,20213,1
2,173,10470,1
2,174,1627,0
2,175,21143,0
2,176,22124,0
2,177,12102,0
2,178,21800,0
2,179,18583,0
2,180,19154,0
2,181,17154,1
2,182,15197,1
2,183,1946,0
2,184,6950,0
2,185,15684,0
2,186,15065,0
2,187,10296,1
2,188,5942,0
2,189,21270,1
2,190,24058,0
2,191,21404,0
2,192,21379,0
2,193,19505,0
2,194,17956,0
2,195,24151,0
2,196,23848,1
2,197,8971,1
2,198,14400,0
2,199,21508,0
2,200,9402,0
2,201,20374,0
2,202,3589,0
2,203,3537,1
2,204,5156,0
2,205,7026,0
2,206,12433,0
2,207,16895,0
2,208,5453,0
2,209,5548,0
2,210,5976,0
2,211,1469,1
2,212,10641,0
2,213,10447,1
2,214,1915,0
2,215,21579,1
2,216,12015,0
2,217,7288,0
2,218,5921,0
2,219,5101,0
2,220,15719,0
2,221,2612,0
2,222,23301,0
2,223,21273,0
2,224,23659,0
2,225,8734,0
2,226,6150,1
2,227,8877,0
2,228,20227,1
2,229,4624,0
2,230,10048,0
2,231,21296,1
2,232,9843,1
2,233,2463,0
2,234,23304,0
2,235,17884,0
2,236,22204,0
2,237,16356,0
2,238,6662,0
2,239,12867,0
2,240,6645,0
2,241,3884,0
2,242,1146,0
2,243,18637,0
2,244,15275,0
2,245,20272,0
2,246,19631,0
2,247,16531,0
2,248,480,1
2,249,23031,0
2,250,5513,0
2,251,12167,0
2,252,21331,0
2,253,5305,0
2,254,5960,0
2,255,6297,1
2,256,3212,0
2,257,3160,0
2,258,21752,0
2,259,12555,0
2,260,22561,1
2,261,10651,0
2,262,24442,0
2,263,2440,0
2,264,161,0
2,265,18377,1
2,266,20487,0
2,267,19627,0
2,268,11555,0
2,269,6446,0
2,270,14943,0
2,271,2426,0
2,272,21282,0
2,273,17328,0
2,274,13411,0
2,275,18730,0
2,276,12163,0
2,277,20963,0
2,278,3955,0
2,279,12048,0
2,280,4952,0
2,281,9348,0
2,282,13804,0
2,283,8403,0
2,284,13227,0
2,285,13612,0
2,286,9930,0
2,287,7390,0
2,288,8523,0
2,289,16706,0
2,290,20107,0
2,291,862,0
2,292,3221,0
2,293,23932,0
2,294,15954,0
2,295,23959,0
2,296,837,0
2,297,21978,0
2,298,7342,0
2,299,18945,0
2,300,23260,0
2,301,7425,0
2,302,6718,0
2,303,3886,1
2,304,4917,0
2,305,4527,0
2,306,12799,0
2,307,17011,0
2,308,13730,0
2,309,8789,0
2,310,15273,0
2,311,13586,0
2,312,21422,1
2,313,5550,0
2,314,13652,1
2,315,3565,0
2,316,24309,0
2,317,8368,1
2,318,8041,0
2,319,14436,1
2,320,14348,0
2,321,12483,0
2,322,23482,0
2,323,3687,0
2,324,10953,0
2,325,19379,0
2,326,16620,0
2,327,20255,0
2,328,20882,1
2,329,22018,0
2,330,10778,1
2,331,13103,0
2,332,23463,0
2,333,14349,0
3,0,1679,0
3,1,3674,1
3,2,6744,1
3,3,2910,0
3,4,8733,1
3,5,4516,1
3,6,14881,1
3,7,7296,1
3,8,2176,1
3,9,19367,1
3,10,2243,1
3,11,4892,1
3,12,5673,1
3,13,7339,1
3,14,21927,0
3,15,9680,1
3,16,3224,0
3,17,9099,0
3,18,17235,1
3,19,22562,1
3,20,22771,1
3,21,17040,1
3,22,4514,1
3,23,23028,1
3,24,3691,1
3,25,15107,1
3,26,10348,0
3,27,18372,1
3,28,23939,0
3,29,21395,1
3,30,445,1
3,31,6071,0
3,32,18706,1
3,33,265,1
3,34,23460,0
3,35,16033,1
3,36,18125,1
3,37,21840,1
3,38,21308,0
3,39,11576,1
3,40,2684,1
3,41,24295,1
3,42,13700,1
3,43,19296,0
3,44,7013,0
3,45,14908,0
3,46,2535,0
3,47,15425,1
3,48,23190,1
3,49,13488,1
3,50,12886,1
3,51,630,1
3,52,6840,1
3,53,19532,1
3,54,24535,1
3,55,4538,1
3,56,3093,1
3,57,3740,0
3,58,22085,0
3,59,18454,1
3,60,7295,1
3,61,15004,0
3,62,2844,1
3,63,17215,1
3,64,1558,1
3,65,1362,1
3,66,11736,1
3,67,14892,0
3,68,11015,0
3,69,13529,1
3,70,1152,1
3,71,9495,1
3,72,22360,1
3,73,644,1
3,74,515,1
3,75,8483,0
3,76,22156,1
3,77,20662,0
3,78,14978,1
3,79,22305,0
3,80,7158,1
3,81,20419,0
3,82,20130,1
3,83,3038,1
3,84,18890,1
3,85,24225,1
3,86,12457,0
3,87,5449,1
3,88,19849,1
3,89,24527,1
3,90,13860,1
3,91,15393,0
3,92,8857,1
3,93,10389,1
3,94,18709,1
3,95,14132,0
3,96,7524,1
3,97,10303,0
3,98,17614,1
3,99,6287,1
3,100,18761,0
3,101,11976,1
3,102,5182,1
3,103,15524,0
3,104,14932,0
3,105,5170,1
3,106,20126,1
3,107,18375,0
3,108,23156,1
3,109,23765,0
3,110,7655,0
3,111,7055,0
3,112,9420,1
3,113,11872,1
3,114,10316,1
3,115,6193,1
3,116,18228,1
3,117,8388,1
3,118,15802,0
3,119,12058,1
3,120,8980,1
3,121,7570,1
3,122,15012,1
3,123,1207,1
3,124,6644,1
3,125,13931,0
3,126,15222,1
3,127,22645,1
3,128,758,0
3,129,5342,0
3,130,23654,1
3,131,24514,1
3,132,9387,1
3,133,7071,0
3,134,2528,1
3,135,20363,1
3,136,15013,0
3,137,6676,1
3,138,19463,1
3,139,17807,0
3,140,20625,1
3,141,23672,1
3,142,13211,1
3,143,3197,0
3,144,10506,0
3,145,19818,0
3,146,6906,1
3,147,5861,0
3,148,24282,1
3,149,23941,0
3,150,8278,1
3,151,19555,1
3,152,11615,0
3,153,15071,1
3,154,20206,0
3,155,6936,1
3,156,14637,1
3,157,331,1
3,158,23822,1
3,159,19601,1
3,160,270,1
3,161,11046,1
3,162,1450,0
3,163,14652,0
3,164,19111,0
3,165,2642,0
3,166,20680,0
3,167,7986,1
3,168,10049,1
3,169,6192,1
3,170,18560,1
3,171,269,0
3,172,20213,1
3,173,10470,0
3,174,1627,0
3,175,21143,0
3,176,22124,0
3,177,12102,0
3,178,21800,1
3,179,18583,0
3,180,19154,1
3,181,17154,1
3,182,15197,1
3,183,1946,1
3,184,6950,1
3,185,15684,1
3,186,15065,0
3,187,10296,1
3,188,5942,0
3,189,21270,1
3,190,24058,1
3,191,21404,0
3,192,21379,1
3,193,19505,0
3,194,17956,0
3,195,24151,0
3,196,23848,1
3,197,8971,1
3,198,14400,1
3,199,21508,1
3,200,9402,1
3,201,20374,0
3,202,3589,0
3,203,3537,1
3,204,5156,0
3,205,7026,0
3,206,12433,0
3,207,16895,1
3,208,5453,0
3,209,5548,0
3,210,5976,0
3,211,1469,1
3,212,10641,1
3,213,10447,1
3,214,1915,1
3,215,21579,1
3,216,12015,0
3,217,7288,0
3,218,5921,0
3,219,5101,0
3,220,15719,0
3,221,2612,1
3,222,23301,0
3,223,21273,0
3,224,23659,1
3,225,8734,0
3,226,6150,1
3,227,8877,0
3,228,20227,1
3,229,4624,0
3,230,10048,0
3,231,21296,1
3,232,9843,1
3,233,2463,0
3,234,23304,0
3,235,17884,0
3,236,22204,1
3,237,16356,0
3,238,6662,0
3,239,12867,1
3,240,6645,0
3,241,3884,0
3,242,1146,0
3,243,18637,0
3,244,15275,0
3,245,20272,0
3,246,19631,1
3,247,16531,0
3,248,480,1
3,249,23031,0
3,250,5513,0
3,251,12167,0
3,252,21331,1
3,253,5305,0
3,254,5960,0
3,255,6297,1
3,256,3212,1
3,257,3160,1
3,258,21752,1
3,259,12555,0
3,260,22561,0
3,261,10651,1
3,262,24442,1
3,263,2440,0
3,264,161,1
3,265,18377,1
3,266,20487,0
3,267,19627,0
3,268,11555,0
3,269,6446,0
3,270,14943,0
3,271,2426,0
3,272,21282,0
3,273,17328,1
3,274,13411,0
3,275,18730,0
3,276,12163,1
3,277,20963,0
3,278,3955,0
3,279,12048,1
3,280,4952,1
3,281,9348,0
3,282,13804,1
3,283,8403,0
3,284,13227,0
3,285,13612,0
3,286,9930,0
3,287,7390,1
3,288,8523,0
3,289,16706,0
3,290,20107,1
3,291,862,1
3,292,3221,0
3,293,23932,0
3,294,15954,0
3,295,23959,0
3,296,837,1
3,297,21978,0
3,298,7342,0
3,299,18945,0
3,300,23260,0
3,301,7425,0
3,302,6718,1
3,303,3886,0
3,304,4917,0
3,305,4527,0
3,306,12799,1
3,307,17011,1
3,308,13730,0
3,309,8789,1
3,310,15273,0
3,311,13586,1
3,312,21422,1
3,313,5550,0
3,314,13652,1
3,315,3565,0
3,316,24309,0
3,317,8368,0
3,318,8041,1
3,319,14436,0
3,320,14348,0
3,321,12483,0
3,322,23482,0
3,323,3687,0
3,324,10953,0
3,325,19379,0
3,326,16620,1
3,327,20255,0
3,328,20882,1
3,329,22018,0
3,330,10778,1
3,331,13103,0
3,332,23463,1
3,333,14349,1
4,0,1679,0
4,1,3674,1
4,2,6744,1
4,3,2910,0
4,4,8733,1
4,5,4516,1
4,6,14881,1
4,7,7296,1
4,8,2176,1
4,9,19367,1
4,10,2243,1
4,11,4892,1
4,12,5673,1
4,13,7339,1
4,14,21927,0
4,15,9680,1
4,16,3224,0
4,17,9099,0
4,18,17235,1
4,19,22562,1
4,20,22771,1
4,21,17040,1
4,22,4514,1
4,23,23028,0
4,24,3691,1
4,25,15107,1
4,26,10348,0
4,27,18372,1
4,28,23939,0
4,29,21395,1
4,30,445,1
4,31,6071,0
4,32,18706,1
4,33,265,1
4,34,23460,0
4,35,16033,1
4,36,18125,1
4,37,21840,1
4,38,21308,0
4,39,11576,1
4,40,2684,1
4,41,24295,1
4,42,13700,1
4,43,19296,0
4,44,7013,0
4,45,14908,0
4,46,2535,0
4,47,15425,1
4,48,23190,1
4,49,13488,1
4,50,12886,1
4,51,630,1
4,52,6840,1
4,53,19532,1
4,54,24535,1
4,55,4538,1
4,56,3093,1
4,57,3740,0
4,58,22085,0
4,59,18454,1
4,60,7295,1
4,61,15004,0
4,62,2844,1
4,63,17215,1
4,64,1558,1
4,65,1362,1
4,66,11736,1
4,67,14892,0
4,68,11015,0
4,69,13529,1
4,70,1152,1
4,71,9495,1
4,72,22360,1
4,73,644,1
4,74,515,1
4,75,8483,0
4,76,22156,1
4,77,20662,0
4,78,14978,0
4,79,22305,0
4,80,7158,1
4,81,20419,0
4,82,20130,1
4,83,3038,0
4,84,18890,1
4,85,24225,1
4,86,12457,0
4,87,5449,1
4,88,19849,1
4,89,24527,1
4,90,13860,1
4,91,15393,0
4,92,8857,1
4,93,10389,1
4,94,18709,1
4,95,14132,0
4,96,7524,1
4,97,10303,0
4,98,17614,1
4,99,6287,1
4,100,18761,0
4,101,11976,1
4,102,5182,1
4,103,15524,0
4,104,14932,1
4,105,5170,1
4,106,20126,1
4,107,18375,0
4,108,23156,1
4,109,23765,0
4,110,7655,0
4,111,7055,0
4,112,9420,1
4,113,11872,1
4,114,10316,1
4,115,6193,1
4,116,18228,1
4,117,8388,1
4,118,15802,0
4,119,12058,1
4,120,8980,1
4,121,7570,0
4,122,15012,1
4,123,1207,1
4,124,6644,1
4,125,13931,0
4,126,15222,1
4,127,22645,1
4,128,758,0
4,129,5342,0
4,130,23654,1
4,131,24514,0
4,132,9387,1
4,133,7071,0
4,134,2528,1
4,135,20363,1
4,136,15013,0
4,137,6676,1
4,138,19463,0
4,139,17807,0
4,140,20625,0
4,141,23672,1
4,142,13211,1
4,143,3197,0
4,144,10506,0
4,145,19818,0
4,146,6906,1
4,147,5861,0
4,148,24282,1
4,149,23941,0
4,150,8278,1
4,151,19555,1
4,152,11615,0
4,153,15071,1
4,154,20206,0
4,155,6936,0
4,156,14637,1
4,157,331,0
4,158,23822,1
4,159,19601,1
4,160,270,1
4,161,11046,1
4,162,1450,0
4,163,14652,0
4,164,19111,0
4,165,2642,1
4,166,20680,0
4,167,7986,0
4,168,10049,0
4,169,6192,1
4,170,18560,1
4,171,269,0
4,172,20213,1
4,173,10470,0
4,174,1627,0
4,175,21143,0
4,176,22124,0
4,177,12102,0
4,178,21800,0
4,179,18583,0
4,180,19154,0
4,181,17154,1
4,182,15197,1
4,183,1946,0
4,184,6950,0
4,185,15684,0
4,186,15065,0
4,187,10296,1
4,188,5942,0
4,189,21270,1
4,190,24058,0
4,191,21404,0
4,192,21379,0
4,193,19505,0
4,194,17956,0
4,195,24151,0
4,196,23848,1
4,197,8971,1
4,198,14400,0
4,199,21508,0
4,200,9402,0
4,201,20374,0
4,202,3589,0
4,203,3537,1
4,204,5156,0
4,205,7026,0
4,206,12433,0
4,207,16895,0
4,208,5453,0
4,209,5548,0
4,210,5976,0
4,211,1469,1
4,212,10641,1
4,213,10447,1
4,214,1915,0
4,215,21579,1
4,216,12015,0
4,217,7288,0
4,218,5921,0
4,219,5101,0
4,220,15719,0
4,221,2612,0
