latent_id,V_prime,p_value,p_adjusted
1133,0.1422,0.00014813917991828582,
1301,0.1414,0.00032370683281514583,
8259,0.1408,0.010550669521046161,
10646,0.1404,0.0007179115107725244,
9452,0.1403,5.513713711881947e-05,
14692,0.1403,2.4483652133524162e-05,
13286,0.139,8.404706057505967e-05,
10636,0.1389,0.00014726974462999872,
1179,0.138,0.00496047075147967,
10695,0.1379,0.0001697041830742837,
14048,0.1379,6.807921080747659e-05,
1403,0.1372,0.01607466601609441,
4175,0.1372,4.5597189277179126e-05,
4967,0.1369,2.1620616959044877e-05,
11230,0.1369,0.03436365799393211,
10479,0.1366,0.00013487385586041006,
2334,0.1365,0.00012539329543508418,
4038,0.1365,0.015262233957697761,
332,0.1364,0.000126465555355236,
13604,0.1364,0.0340780668159423,
5745,0.1359,8.060359965608481e-05,
12093,0.1357,0.00012889635884540698,
1355,0.1356,0.0001496497368729902,
9112,0.1355,0.00014029702387252812,
232,0.1354,8.498443201926005e-05,
2008,0.1351,0.001625044207102583,
11324,0.135,5.601424047018314e-05,
9515,0.1349,0.03657380358763503,
1535,0.1342,0.0006915922099800765,
12719,0.1342,6.570532115506437e-05,
8261,0.1339,0.01602705807820131,
9104,0.1338,8.199650808217576e-05,
12225,0.1338,0.00010510905027875177,
11692,0.1336,0.0003773333149085947,
992,0.1334,0.0001418000642892369,
8622,0.133,8.459045486221021e-05,
587,0.1326,0.00017196286742108324,
4772,0.1325,0.0002559863410883951,
5190,0.1325,0.00038938147992683775,
4801,0.1322,0.0014251565277297563,
15108,0.132,0.008669515732815282,
5249,0.1316,0.0005413471247548296,
2661,0.1315,0.001462890205209635,
9971,0.1314,0.0003533842942245947,
12344,0.1311,5.6553491130546685e-05,
4869,0.131,0.0003747968651097778,
5169,0.1307,0.0003394073764949612,
601,0.1299,0.0007977140872654323,
13297,0.1298,0.00037532828666600037,
1188,0.1297,0.010589233092456952,
1715,0.1297,0.00018756276834872384,
14456,0.1294,0.00031394216391841183,
3908,0.1293,0.00024138889571438037,
11365,0.1293,0.00013539709734568126,
2980,0.1287,0.0002821528495927392,
11363,0.1285,0.00023997108571492513,
13794,0.1283,9.224268610955929e-05,
16203,0.1281,0.0008645467024065987,
7916,0.1279,0.0003847581682116695,
14881,0.1278,0.002871256739392288,
5242,0.1277,0.00043603143979551974,
9598,0.1276,0.021103538913945882,
6898,0.1273,0.0002240236687869994,
5149,0.1266,0.00042885686414394615,
85,0.1265,0.00021691025250363314,
496,0.1265,0.00014269735920482613,
8339,0.1265,0.007831671787780532,
9994,0.1264,0.0005490253593581311,
12818,0.1263,0.0004695697071413769,
1327,0.1262,0.00012947301516880535,
9816,0.1262,0.00035450191778986436,
3316,0.1256,0.00011661350148429502,
7146,0.1255,0.0007594426416415278,
14760,0.1251,0.004037745779335236,
9852,0.1244,0.00022587374618354288,
11550,0.1239,0.00018920116487683496,
8221,0.1235,0.001901286038238443,
2728,0.123,0.007419157392817641,
12355,0.1224,0.0006204707735565883,
11051,0.1218,0.006541674057345042,
8140,0.1217,0.00016759511257275533,
4331,0.1213,0.0003819318718257015,
16081,0.1212,0.00035691283609750674,
3721,0.1211,0.0005884716388013013,
5789,0.1209,0.00024780090230566075,
9480,0.1209,0.00119529657754174,
5289,0.1205,0.0032480834732749437,
3121,0.1201,0.001425350233329526,
13193,0.1198,0.0006777389818799781,
925,0.1197,0.0009566961908463768,
1092,0.1197,0.0014696089418006007,
10863,0.1196,0.0008347441446591979,
8063,0.1195,0.0008259280110972301,
390,0.1194,0.0053024141851077625,
10096,0.1193,0.000527722297335308,
10814,0.1193,0.0007760235795149237,
16017,0.1192,0.0002671025833066388,
13938,0.1189,0.0004944818944933562,
9181,0.1186,0.0010263813216281905,
5192,0.1184,0.0015106197663036333,
414,0.1183,0.0005848594072152638,
13844,0.1181,0.03140427458403397,
419,0.1179,0.0051697173775976,
4177,0.1173,0.021258508217519206,
12137,0.1173,0.0006375656599723694,
12206,0.1171,0.046906885819572565,
5929,0.1169,0.0014290013118065188,
7059,0.1168,0.0020019903011532004,
6298,0.1167,0.0009098877767188952,
12219,0.1164,0.001118555162109043,
10893,0.1159,0.000979818734585629,
12433,0.1159,0.0032977353305145905,
6800,0.1158,0.0012574021395733916,
13093,0.1154,0.006063171613874477,
1883,0.1152,0.004531744101593757,
4400,0.1152,0.0007036777679540844,
14938,0.1149,0.0006958240093112309,
12747,0.1145,0.0013312228793960568,
11772,0.1143,0.0005041347737695027,
15637,0.1143,0.0008718405766346637,
2528,0.1141,0.0015246333763928165,
11312,0.1141,0.00247993723846426,
12227,0.1141,0.0009954113497661725,
5658,0.114,0.0034121952342279506,
9111,0.114,0.0018005621937153243,
6320,0.1139,0.000672769999744805,
8337,0.1139,0.0024348023802323935,
1621,0.1138,0.0009470556108881538,
4608,0.1138,0.0017252563276429096,
6281,0.1137,0.0008534534325113291,
12523,0.1136,0.0007191163466391921,
6636,0.1132,0.00030116398509327574,
3260,0.1131,0.0049729098149146654,
12095,0.113,0.0020283393046826017,
16326,0.1124,0.04547563818805794,
4651,0.112,0.01421218702941302,
3348,0.1117,0.001317027211319388,
15943,0.1117,0.021542184619140186,
984,0.1116,0.02037477959730688,
3219,0.1115,0.02976198301376354,
3713,0.1115,0.0009314976962568338,
4247,0.1113,0.02806693804258664,
226,0.1111,0.011735805924152541,
4893,0.111,0.001996449267191306,
10324,0.111,0.0023394175660217797,
8027,0.1109,0.002270722991675686,
3701,0.1107,0.0016876920599561411,
15625,0.1107,0.012053213592702564,
12073,0.1103,0.0004261969592810516,
9905,0.1102,0.001325671063076746,
14285,0.11,0.002137006381690657,
4667,0.1099,0.0008181068645901207,
11552,0.1099,0.0008425550500173524,
8381,0.1098,0.0010835954533986668,
6264,0.1097,0.03632397559463225,
9372,0.1097,0.0010291243814856202,
14747,0.1097,0.0030273694082340675,
10348,0.1093,0.007063726405699237,
11488,0.1092,0.0027682341405406725,
3507,0.109,0.001401300653508728,
2002,0.1086,0.0014839558961007608,
293,0.1085,0.003711431078925819,
6164,0.1085,0.004391159392584197,
8421,0.1084,0.002127203273352576,
5548,0.1083,0.00909559385391293,
3158,0.1078,0.0007256907908179654,
139,0.1077,0.027897040321014553,
7034,0.1077,0.0018275445955611347,
8350,0.1077,0.009577806568695927,
2166,0.1076,0.0031727827166863846,
10100,0.1076,0.0029863087610803004,
6827,0.1074,0.0026175508244754664,
12737,0.1074,0.04805503547987929,
15300,0.1074,0.002204079695096793,
9873,0.1073,0.002287630148247606,
5366,0.1069,0.0014166808559897166,
11345,0.1069,0.0020572826315646002,
13858,0.1069,0.01080994946832057,
16174,0.1069,0.006704662625056307,
1929,0.1068,0.0015700827705741349,
9211,0.1066,0.021764214998009512,
13689,0.1066,0.009055069298303216,
3603,0.1064,0.0015374994141625945,
3272,0.1063,0.0020973295405626,
14884,0.1063,0.000697494454396659,
4544,0.1062,0.0019905638911907482,
11969,0.1062,0.003430067040427741,
16364,0.1061,0.00528046501948589,
14067,0.1059,0.003119220077429079,
7245,0.1058,0.0021716377442995796,
11500,0.1057,0.00182903152169138,
7745,0.1056,0.002430948021978623,
10204,0.1055,0.009073366228043453,
6757,0.1052,0.0050009099406616315,
10059,0.1052,0.01790561077661606,
8824,0.1051,0.02809516056174776,
15,0.1049,0.0015048736861079416,
1449,0.1049,0.0026711884247532253,
7246,0.1049,0.0010825471939308428,
2712,0.1043,0.004624585788408492,
2713,0.1043,0.009651024634446653,
3427,0.1041,0.002515442796301531,
6257,0.1038,0.007796776531666529,
9590,0.1037,0.033443168851838206,
4654,0.1036,0.009308418103271753,
6688,0.1035,0.014707226332652285,
13510,0.1034,0.0032563697419702303,
6634,0.1033,0.011776568025074903,
2243,0.1032,0.0019547783456106624,
5797,0.1031,0.0035004565628673307,
12248,0.1029,0.006193171867685079,
4408,0.1027,0.0025212877689159375,
12078,0.1027,0.004840482074746927,
6691,0.1026,0.008474049194789043,
7185,0.1026,0.037483255466653514,
3065,0.1025,0.0036320555082787406,
4677,0.1025,0.0062299386516734175,
6417,0.1025,0.003120851705169965,
12805,0.1024,0.003876054498166585,
5736,0.1022,0.0025950012426730154,
13390,0.1022,0.03580417877271655,
3556,0.1021,0.01335853088276786,
8055,0.1021,0.006050625699846005,
8232,0.1021,0.012030695450080623,
8564,0.1021,0.003939163609889384,
1149,0.102,0.013557597264810928,
2106,0.102,0.004587778597875906,
13875,0.102,0.008667666965084003,
2688,0.1019,0.0028887740994868673,
16101,0.1019,0.0029803839796858126,
2197,0.1016,0.017210864023670773,
9020,0.1016,0.002332967420554166,
6527,0.1015,0.026028722938839913,
8219,0.1013,0.0031183299502358765,
4020,0.1011,0.004896191888308567,
5050,0.1011,0.009321524837395078,
12255,0.1011,0.04401635002881941,
12688,0.1011,0.0022970637595117957,
5370,0.101,0.002124367713054672,
5766,0.1009,0.01044944362733223,
2451,0.1006,0.0028577979945633323,
9838,0.1005,0.003929306206285888,
10272,0.1005,0.003974812482656993,
14635,0.1005,0.004511557182066473,
283,0.1003,0.026803474564780952,
4815,0.1003,0.03817333516473954,
14001,0.1003,0.002561046419344915,
14553,0.1003,0.0027885199911108745,
15627,0.1002,0.007778824059179121,
4107,0.1001,0.00708588525474184,
12097,0.1001,0.00435365863921248,
12945,0.1001,0.01270243049472406,
4280,0.1,0.018670333126314692,
16180,0.1,0.00169746132153956,
11839,0.0998,0.005410666228814535,
14330,0.0998,0.001984872681869574,
7645,0.0997,0.015679835488402214,
14580,0.0997,0.016506948355577176,
15251,0.0996,0.01228245651674233,
432,0.0995,0.006884986143546535,
3818,0.0994,0.013754128068714741,
297,0.0993,0.018736377425841628,
5278,0.0993,0.004121429468156567,
9657,0.0993,0.01232124371607735,
12088,0.0993,0.010238714881603403,
833,0.0992,0.011504028450287314,
3639,0.0992,0.011623610207270454,
13581,0.0991,0.0363779882618929,
2977,0.099,0.01039218569927895,
15332,0.0989,0.0033808912605248517,
3974,0.0986,0.0031649487286482076,
6680,0.0986,0.0036295584185705152,
3096,0.0984,0.0030981534715082623,
11407,0.0982,0.015858581895533706,
1890,0.098,0.002836377055573357,
11604,0.0978,0.04935504364453264,
13983,0.0977,0.008419195498508156,
2493,0.0973,0.004371891434877443,
15304,0.0973,0.028666581760044385,
10256,0.0972,0.004158388085992611,
8480,0.0971,0.0040751472917361,
981,0.0969,0.006617795818097169,
9232,0.0967,0.0029750388028309976,
1265,0.0966,0.04129525463170967,
5006,0.0965,0.0032429425761942485,
16121,0.0965,0.0036161174120730097,
969,0.0964,0.004718304998520366,
3572,0.0964,0.008490940717033494,
14417,0.0964,0.0034076385009991998,
15308,0.0964,0.006004825172667921,
14414,0.0963,0.0029996748092314,
3055,0.0962,0.0038248757856373253,
11195,0.0962,0.03356828697347948,
11222,0.0962,0.004472994466647659,
1167,0.0961,0.007163447178618342,
6480,0.096,0.022630059788019984,
6766,0.096,0.0027385468224608994,
9609,0.096,0.007602176099000373,
10119,0.096,0.002574391948645009,
10558,0.0957,0.041153437751283925,
1013,0.0956,0.03552701639369184,
5487,0.0956,0.004897468802452031,
9809,0.0956,0.03569339564297436,
14591,0.0956,0.0036270742147156087,
15033,0.0955,0.012550244216709906,
13100,0.0952,0.01806299854974849,
7472,0.0951,0.006806012377662949,
8240,0.095,0.0064195487610898844,
374,0.0949,0.009102397901627523,
6852,0.0946,0.008540417304235737,
7792,0.0943,0.0058175403744155,
9928,0.0942,0.04942340877174848,
7759,0.0941,0.010258438256557829,
2835,0.0939,0.024841130346122085,
6979,0.0936,0.008724857614976114,
8659,0.0936,0.012610550849655046,
12514,0.0936,0.022546549671557507,
8613,0.0935,0.021548473632620878,
3203,0.0932,0.006009974022149241,
7356,0.0931,0.008890237307183812,
13899,0.0931,0.007144298942029099,
4735,0.0927,0.009062249328167873,
4949,0.0927,0.007509882810235424,
8137,0.0926,0.005741778924660147,
8934,0.0926,0.009977920904942959,
11387,0.0926,0.007380238626874321,
14777,0.0924,0.01960618405713318,
12602,0.0922,0.009779473438542147,
10298,0.092,0.008925682570571348,
9882,0.0918,0.011623855431144322,
10053,0.0918,0.008943067115046865,
12319,0.0918,0.025858674659184424,
13422,0.0917,0.029310029398056808,
14065,0.0917,0.006212525367480439,
2615,0.0915,0.006148522741836244,
2837,0.0913,0.012456799540780598,
8293,0.0913,0.02137427158598244,
9913,0.0913,0.007324865820080873,
11327,0.0913,0.043006638317026634,
11029,0.0912,0.015692865036867537,
4623,0.091,0.04543570319329449,
5158,0.091,0.02122963780283643,
7772,0.091,0.005918691504371135,
12071,0.091,0.006965466815342604,
4713,0.0908,0.006581155849420499,
8171,0.0907,0.042098143978097094,
15619,0.0907,0.006328179707274817,
736,0.0905,0.014966643444341985,
8619,0.0905,0.012863914930152038,
1760,0.0903,0.00879998946323727,
7816,0.0903,0.00834002963688341,
9918,0.0903,0.01889561053011173,
6246,0.0902,0.007031651294525325,
1036,0.09,0.007022038660012364,
1134,0.09,0.013797010255500685,
16319,0.09,0.00955337993069872,
2689,0.0899,0.017682861056174615,
9924,0.0898,0.007832258309710632,
13462,0.0897,0.03511327304457124,
1670,0.0896,0.007265155408051666,
3775,0.0896,0.017895021316042266,
8798,0.0896,0.009364465188466682,
1446,0.0894,0.007369861861058817,
3705,0.0894,0.0075168341053520275,
15388,0.0893,0.00895173938186959,
7373,0.0892,0.02571069148220593,
5007,0.0891,0.01841153077409596,
8847,0.0891,0.017396749150995,
5073,0.0889,0.008112264286466372,
13751,0.0889,0.008826287419027364,
995,0.0888,0.009961319709516369,
7013,0.0888,0.02053538771012649,
13106,0.0888,0.043090908761187006,
3421,0.0886,0.010801439591906093,
4569,0.0886,0.025712559717445314,
13503,0.0886,0.011496467836393154,
6608,0.0882,0.015648461551502246,
8993,0.0881,0.03184614764618045,
15498,0.088,0.0062664281459663225,
10667,0.0879,0.03440739083584603,
6907,0.0878,0.011451924636390774,
5901,0.0876,0.010970968545325015,
4322,0.0875,0.011017532230981043,
7140,0.0875,0.017311279798454607,
7550,0.0875,0.011211264981839721,
14187,0.0875,0.036033379124574584,
2210,0.0874,0.017340654334678737,
377,0.0873,0.02377885948988589,
1781,0.0873,0.020028318227843744,
6501,0.087,0.007694006614811531,
8157,0.087,0.026758993022738042,
10742,0.087,0.015170932643789903,
6783,0.0869,0.029898761476259705,
11277,0.0869,0.007778978605189803,
14183,0.0867,0.008944388984252155,
4494,0.0866,0.009574986484110872,
9170,0.0865,0.03076644058252666,
3396,0.0864,0.021285169024967417,
3569,0.0863,0.0119917208762847,
15074,0.0863,0.012117794426655846,
4781,0.0862,0.03569373985378727,
9178,0.0862,0.014737150449179124,
10334,0.0862,0.009096395412168046,
4196,0.0861,0.010144734939474306,
5040,0.0861,0.011349249211439587,
13429,0.0861,0.009995457035716146,
2261,0.086,0.014945206745546809,
9786,0.0859,0.01164456082780957,
1055,0.0858,0.03325350231721702,
13514,0.0858,0.011637794597126182,
7822,0.0857,0.010405659599086807,
552,0.0855,0.016008008267362366,
10865,0.0855,0.022893958210338544,
5831,0.0853,0.009438250188626334,
14762,0.0853,0.014557940136901315,
5375,0.0851,0.011044162877704914,
3877,0.085,0.035032313754170076,
1552,0.0849,0.009961389901896546,
6004,0.0848,0.024178596330946447,
12089,0.0848,0.036174799621125915,
8875,0.0847,0.008885453141309615,
10363,0.0846,0.02368029742145984,
14020,0.0845,0.027101604869957267,
5809,0.0844,0.01273674052272858,
6069,0.0844,0.04372310867271323,
23,0.0843,0.013890639097229962,
2573,0.0843,0.015439846488115375,
5437,0.0842,0.025287717053567867,
8684,0.0842,0.01924311847999534,
14175,0.0842,0.01326598894645781,
7529,0.0841,0.02210194098778388,
7846,0.0841,0.01915416468078475,
11299,0.0841,0.012650721150853193,
14464,0.084,0.016431831365637257,
6071,0.0839,0.01551420819574042,
5652,0.0837,0.019665564110061956,
8842,0.0837,0.016302455562532087,
7428,0.0834,0.029439301491216117,
7274,0.0833,0.028171880736317774,
8300,0.0833,0.04717239356328595,
12510,0.0833,0.04353061946482607,
10034,0.0832,0.018803967909742796,
13638,0.0832,0.0239680401949033,
10134,0.083,0.02392578134428343,
10534,0.083,0.04080309920908644,
1020,0.0829,0.019583666483838805,
6974,0.0829,0.011755308563098343,
13331,0.0829,0.01940944123388632,
16283,0.0829,0.015277032165473924,
13744,0.0828,0.04706396185271776,
14715,0.0828,0.04267543748584356,
1457,0.0827,0.016639276967212263,
12208,0.0827,0.018361505031846304,
2915,0.0826,0.015550043786950183,
4232,0.0826,0.020719396005149934,
11862,0.0826,0.024152530299736942,
12077,0.0826,0.016085601837365068,
50,0.0825,0.03037494221319099,
2012,0.0825,0.027064780811308805,
7161,0.0825,0.016138141870949328,
16365,0.0825,0.01721937498615593,
959,0.0824,0.04266729323345628,
10377,0.0824,0.034176810172234104,
4366,0.0823,0.013840669735032347,
15438,0.0822,0.014876858381559251,
1283,0.0821,0.04366534201415841,
8935,0.0821,0.010913003539543824,
14600,0.082,0.027958923241186755,
16103,0.0819,0.014869221211971722,
747,0.0818,0.01859569944551828,
9874,0.0818,0.01990428676660554,
16156,0.0818,0.014382637697590598,
9067,0.0816,0.019612887584063026,
9603,0.0816,0.0240025525449897,
15261,0.0815,0.013044959342992452,
14983,0.0813,0.011829806491266406,
4851,0.0812,0.04810448637208758,
14784,0.0812,0.02599222536526474,
3968,0.0811,0.03305748115759334,
8628,0.0811,0.013850321565653387,
2971,0.0809,0.04093240198398044,
3159,0.0809,0.02703628319784276,
4138,0.0808,0.017324363871420636,
7317,0.0808,0.03523507797575924,
11574,0.0808,0.039060268142528304,
15752,0.0808,0.039499011337417705,
16270,0.0808,0.013774361134398404,
4669,0.0807,0.02772435918937747,
15914,0.0807,0.018100719630201663,
7383,0.0805,0.04647441355520987,
3479,0.0804,0.02257342339711677,
5581,0.0804,0.015624601604189698,
5881,0.0804,0.023614516626576935,
10393,0.0804,0.01713452543214216,
6204,0.0803,0.04187817248970559,
7961,0.0803,0.023934964116138283,
9091,0.0803,0.029139658642640894,
14172,0.0803,0.029146879516961738,
2337,0.0802,0.03023659267203394,
8918,0.0802,0.019772207361444437,
7440,0.0801,0.018467681131185673,
13710,0.0801,0.023585949676820855,
14455,0.0801,0.01910806260776405,
2775,0.08,0.024125322901944243,
4610,0.08,0.04242911750039776,
10050,0.0799,0.015636660444877538,
12989,0.0799,0.02915803609376618,
8086,0.0798,0.02849459126449655,
3223,0.0797,0.01989188872313004,
2855,0.0796,0.02386886136403571,
9595,0.0796,0.033448740374171775,
10424,0.0795,0.029345113786945376,
13618,0.0795,0.037020133662090275,
9574,0.0794,0.01931929683453866,
7832,0.0793,0.03234467144343304,
16338,0.0792,0.023554119541194737,
3256,0.079,0.020719554808963574,
13522,0.079,0.013944371591245421,
717,0.0789,0.0362544751800013,
4336,0.0789,0.02427804081231655,
6746,0.0789,0.03755560812951396,
1488,0.0787,0.02410340471717901,
5782,0.0787,0.02906656333339119,
1494,0.0786,0.01846513171881949,
4454,0.0786,0.020745737201597603,
3859,0.0785,0.04070401059440806,
568,0.0784,0.03685303825077783,
6585,0.0784,0.03203735818638599,
9999,0.0784,0.04608746622436845,
7905,0.0783,0.02547334373117092,
12851,0.0783,0.03851846706983847,
14078,0.0783,0.020103104444330083,
15859,0.0783,0.017976981173160555,
1054,0.0782,0.03355431983866638,
6610,0.0782,0.02298389893790831,
5645,0.0781,0.0270161511495603,
13771,0.0781,0.020920454100978262,
3496,0.078,0.02675514244087957,
10492,0.078,0.02216463462363386,
2768,0.0777,0.041059865633613996,
7417,0.0777,0.027928764586561454,
13147,0.0777,0.03161168699666409,
14328,0.0777,0.01981040403420403,
9196,0.0776,0.01953055925432241,
14494,0.0776,0.011742286033610312,
2164,0.0774,0.0327063123604237,
2618,0.0774,0.02813763081558108,
13555,0.0774,0.032140445218184266,
2392,0.0773,0.03139807477297779,
5915,0.0773,0.020986817227478062,
7581,0.0773,0.04249047939537879,
11680,0.0773,0.021165643892646746,
14327,0.0773,0.02893801050293973,
9686,0.0772,0.035150957183989265,
13686,0.0772,0.026818950713373223,
15746,0.0772,0.03676922579688766,
8502,0.0771,0.02028082781271533,
10161,0.077,0.024828807074716196,
10307,0.077,0.02817329112626187,
13283,0.077,0.025707580798595756,
792,0.0769,0.03620502073174387,
1951,0.0769,0.03485488975878541,
8092,0.0768,0.024768819139256826,
10833,0.0767,0.034382935579031854,
14008,0.0766,0.02792651692192576,
3249,0.0765,0.022038885950873353,
13247,0.0765,0.025156337913710188,
15372,0.0765,0.029060751752677708,
2044,0.0762,0.0425912487772886,
2386,0.0762,0.02959651153912974,
14030,0.0762,0.03031160911361707,
8729,0.0761,0.045756487033989324,
7480,0.076,0.048774880960827924,
9608,0.076,0.03830602829206211,
11618,0.0759,0.019946695119646023,
16246,0.0759,0.030299847801502994,
5676,0.0758,0.024995301945094046,
8332,0.0757,0.033452842890363856,
14758,0.0757,0.040196277721329374,
1728,0.0755,0.02425017512793149,
6000,0.0755,0.03399015103912054,
4522,0.0754,0.023775940277082283,
3768,0.0753,0.04267551669184797,
4178,0.0753,0.036594488070728,
12875,0.0753,0.036716461450895646,
14024,0.0753,0.04033742664156043,
15969,0.0753,0.03858734046835878,
14608,0.0752,0.024001572677587405,
5517,0.0751,0.025451237045087984,
6472,0.075,0.04059597580987872,
8360,0.075,0.022893923988303498,
12177,0.075,0.02727562450654177,
3101,0.0749,0.04414631611928578,
5884,0.0748,0.0476437932794038,
12263,0.0748,0.018593845767975514,
15450,0.0748,0.03565045790342404,
1247,0.0747,0.023787630140290034,
5790,0.0746,0.023484712601573372,
871,0.0744,0.025969222502007217,
2874,0.0744,0.024853838547689508,
16209,0.0744,0.02674681476170509,
3448,0.0743,0.0254821684108681,
10199,0.0743,0.036603391129929844,
326,0.0741,0.025788351297369887,
15661,0.0741,0.02883928149024142,
15935,0.0741,0.030505344529869582,
6713,0.074,0.027161329441120527,
10565,0.074,0.028171719177087582,
6747,0.0736,0.03277517695193621,
2913,0.0735,0.03986397174614511,
8467,0.0733,0.04199070366664068,
10733,0.0733,0.03144810829497918,
3774,0.0732,0.036689923669838316,
148,0.0731,0.04334260744618995,
10504,0.0731,0.044847916526465366,
5965,0.073,0.027657044468432916,
8731,0.073,0.0341182948297789,
11714,0.073,0.02734898504363147,
542,0.0728,0.04103571883305392,
881,0.0728,0.035173615606404536,
2316,0.0728,0.024984357677671182,
2723,0.0728,0.030960820558923244,
476,0.0727,0.04296498930120427,
11653,0.0727,0.028009845470298472,
4059,0.0726,0.04541072043533621,
8343,0.0726,0.029087546023662165,
1861,0.0725,0.03672814863282741,
3271,0.0725,0.04655044842234183,
4405,0.0725,0.02558305786151419,
12301,0.0725,0.02933544834675994,
13159,0.0725,0.03458886775688552,
7222,0.0724,0.039297568045868814,
8830,0.0724,0.036027218622380106,
6113,0.0723,0.03126443261652093,
11855,0.0723,0.029061396147959974,
12700,0.0723,0.044987396149816,
9127,0.0722,0.048719348695424075,
922,0.0721,0.04447144793045403,
10210,0.072,0.03523136165720175,
4561,0.0719,0.04435033290902153,
2075,0.0718,0.038344093175006054,
10573,0.0718,0.0460754520591998,
13980,0.0718,0.03410405376551444,
7237,0.0717,0.030745844538231534,
2327,0.0716,0.043640283826557505,
666,0.0714,0.024313560306730483,
3652,0.0714,0.031657389993196415,
12793,0.0714,0.047738335520745176,
16010,0.0714,0.03743485722440049,
6582,0.0712,0.03454252427061866,
7898,0.0712,0.030375347534871543,
7095,0.071,0.045205551078154056,
7109,0.0708,0.04414377625060576,
13478,0.0708,0.03699823363823297,
575,0.0707,0.04414639832662353,
11348,0.0707,0.03875211842782174,
16115,0.0707,0.03847625985713473,
5368,0.0706,0.047069701412175445,
13561,0.0704,0.04192053728300861,
13872,0.0704,0.04401260720165544,
7158,0.0703,0.03785384266093522,
1353,0.0702,0.049124085323602795,
74,0.0701,0.03691458184557901,
9839,0.0701,0.03543313708548048,
14690,0.0701,0.0418924288687378,
6500,0.07,0.038931050485270444,
3938,0.0699,0.03853579089003308,
2975,0.0698,0.026789490848934755,
4013,0.0698,0.043885814074033386,
7485,0.0697,0.04300987315521476,
9307,0.0697,0.03148720557350238,
6244,0.0696,0.036563177070590654,
7891,0.0696,0.04257450146312409,
8099,0.0696,0.03864491518216661,
9556,0.0696,0.04652358695489265,
5621,0.0695,0.04360493039831796,
11040,0.0695,0.038940089576307214,
16067,0.0694,0.026330803167885667,
16372,0.0692,0.03830387993721953,
12152,0.0691,0.04669697701076974,
16126,0.0691,0.036446432436172085,
13894,0.0689,0.043439883054376245,
5496,0.0687,0.03123709759576428,
5962,0.0687,0.04946982491644548,
4531,0.0686,0.0394819797615364,
13406,0.0686,0.047220544978218267,
14040,0.0685,0.04731273273085262,
9673,0.0684,0.036674805580218524,
10674,0.0684,0.03117145042644208,
10250,0.0683,0.04393016774164254,
6706,0.0681,0.0403631371497188,
11076,0.0681,0.049155112434839075,
11019,0.068,0.047922638966164575,
